1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. PARENT CO NAME,15. PARENT CO DB NUM,16. STANDARD PARENT CO NAME,17. FEDERAL FACILITY,18. INDUSTRY SECTOR CODE,19. INDUSTRY SECTOR,20. PRIMARY SIC,26. PRIMARY NAICS,27. NAICS 2,32. DOC_CTRL_NUM,33. CHEMICAL,34. ELEMENTAL METAL INCLUDED,35. CAS #/COMPOUND ID,36. SRS ID,37. CLEAN AIR ACT CHEMICAL,38. CLASSIFICATION,39. METAL,40. METAL CATEGORY,41. CARCINOGEN,42. FORM TYPE,43. UNIT OF MEASURE,44. 5.1 - FUGITIVE AIR,45. 5.2 - STACK AIR,46. 5.3 - WATER,47. 5.4 - UNDERGROUND,48. 5.4.1 - UNDERGROUND CL I,49. 5.4.2 - UNDERGROUND C II-V,50. 5.5.1 - LANDFILLS,51. 5.5.1A - RCRA C LANDFILL,52. 5.5.1B - OTHER LANDFILLS,53. 5.5.2 - LAND TREATMENT,54. 5.5.3 - SURFACE IMPNDMNT,55. 5.5.3A - RCRA SURFACE IM,56. 5.5.3B - OTHER SURFACE I,57. 5.5.4 - OTHER DISPOSAL,58. ON-SITE RELEASE TOTAL,59. 6.1 - POTW - TRNS RLSE,60. 6.1 - POTW - TRNS TRT,61. POTW - TOTAL TRANSFERS,62. 6.2 - M10,63. 6.2 - M41,64. 6.2 - M62,65. 6.2 - M40 METAL,66. 6.2 - M61 METAL,67. 6.2 - M71,68. 6.2 - M81,69. 6.2 - M82,70. 6.2 - M72,71. 6.2 - M63,72. 6.2 - M66,73. 6.2 - M67,74. 6.2 - M64,75. 6.2 - M65,76. 6.2 - M73,77. 6.2 - M79,78. 6.2 - M90,79. 6.2 - M94,80. 6.2 - M99,81. OFF-SITE RELEASE TOTAL,82. 6.2 - M20,83. 6.2 - M24,84. 6.2 - M26,85. 6.2 - M28,86. 6.2 - M93,87. OFF-SITE RECYCLED TOTAL,88. 6.2 - M56,89. 6.2 - M92,90. OFF-SITE ENERGY RECOVERY T,91. 6.2 - M40 NON-METAL,92. 6.2 - M50,93. 6.2 - M54,94. 6.2 - M61 NON-METAL,95. 6.2 - M69,96. 6.2 - M95,97. OFF-SITE TREATED TOTAL,98. 6.2 - UNCLASSIFIED,99. 6.2 - TOTAL TRANSFER,100. TOTAL RELEASES,101. 8.1 - RELEASES,102. 8.1A - ON-SITE CONTAINED,103. 8.1B - ON-SITE OTHER,104. 8.1C - OFF-SITE CONTAIN,105. 8.1D - OFF-SITE OTHER R,106. 8.2 - ENERGY RECOVER ON,107. 8.3 - ENERGY RECOVER OF,108. 8.4 - RECYCLING ON SITE,109. 8.5 - RECYCLING OFF SIT,110. 8.6 - TREATMENT ON SITE,111. 8.7 - TREATMENT OFF SITE,112. PRODUCTION WSTE (8.1-8.7),113. 8.8 - ONE-TIME RELEASE,114. PROD_RATIO_OR_ ACTIVITY,115. 8.9 - PRODUCTION RATIO,New Georeferenced Column
2016,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1316215689163,N-BUTYL ALCOHOL,false,71363,4739,false,TRI,false,0,false,R,Pounds,0.81,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,8145.32,0,0,0,0,8145.32,0,8145.33,0.92,0,0,0.91,0.01,0,0,0,0,0,103543,8145.32,111689.24,,ACTIVITY,1,POINT (-112.9681 40.7344)
2015,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1315214368108,VINYL ACETATE,false,108054,24828,true,TRI,false,0,true,R,Pounds,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682,0,0,0,0,0,0.0682,0,0,0,0,0,0,0,0,0,0,1646.31,0,0,0,0,1646.31,0,1646.3782,10.0682,0,0,10,0.0682,0,0,0,0,0,51977,1646.31,53633.3782,,ACTIVITY,1.51,POINT (-112.9681 40.7344)
2018,84054BGWST333WE,110000468921,BIG WEST OIL LLC,333 W CENTER ST,NORTH SALT LAKE,DAVIS,UT,84054,,,40.838386,-111.921443,FJ MANAGEMENT INC.,45267002,FJ MANAGEMENT INC,false,324,Petroleum,,324110,,1318217589187,HYDROGEN SULFIDE,false,7783064,154518,true,TRI,false,0,false,R,Pounds,2299,427,0,0,0,0,0,0,0,0,0,0,0,0,2726,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,70,2726,0,0,2726,0,0,0,0,0,0,1072458,70,1075254,,PRODUCTION,1.07,POINT (-111.921443 40.838386)
2018,84120JHNSN4601W,110055233251,ASAHI REFINING USA INC,4601 W 2100 S,WEST VALLEY CITY,SALT LAKE,UT,84120,,,40.72557,-112.00081,NA,,NA,false,331,Primary Metals,,331410,,1318217129232,SILVER COMPOUNDS,false,N740,761312,false,TRI,true,1,false,R,Pounds,5,375,0,0,0,0,0,0,0,0,0,0,0,0,380,3.78,0,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,0,74.6,0,0,0,74.6,0,0,0,0,0,0,0,0,0,0,0,74.6,383.78,0,0,380,0,3.78,0,0,0,74.6,0,0,458.38,,ACTIVITY,1.13,POINT (-112.00081 40.72557)
2016,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1316215688793,CHLORDANE,false,57749,2683,true,PBT,false,0,true,R,Pounds,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42312.06,0,0,0,0,42312.06,0,42312.06,0.02,0,0,0.02,0,0,0,0,0,0,20905,42312.06,63217.08,,ACTIVITY,1,POINT (-112.9681 40.7344)
2015,84103MCLCM474WE,110000469243,TESORO REFINING & MARKETING COMPANY LLC - SLC,474 W 900 N,SALT LAKE CITY,SALT LAKE,UT,84103,,,40.7889,-111.90441,TESORO CORP,8133480,MARATHON PETROLEUM CORP,false,324,Petroleum,,324110,,1315214375584,POLYCYCLIC AROMATIC COMPOUNDS,false,N590,649749,true,PBT,false,0,true,R,Pounds,0,6,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,2,126,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,141,143,0,0,17,124,2,0,0,0,0,0,15,158,,PRODUCTION,0.87,POINT (-111.90441 40.7889)
2018,84624GRYMN32MIL,110008061239,GRAYMONT WESTERN U.S. INC CRICKET MTN LIME PRODUCTION,32 MILES SW OF DELTA HWY 257,DELTA,MILLARD,UT,84624,,,38.938951,-112.816647,GRAYMONT LTD,NA,GRAYMONT LTD,false,327,Nonmetallic Mineral Product,,327410,,1318217324464,LEAD,false,7439921,149583,true,PBT,true,1,true,R,Pounds,0.078,1.29,0,0,0,0,0,0,560,0,0,0,0,0,561.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.368,0,560,1.37,0,0,0,0,0,0,0,0,561.37,,PRODUCTION,0.93,POINT (-112.816647 38.938951)
2015,84054BGWST333WE,110000468921,BIG WEST OIL LLC,333 W CENTER ST,NORTH SALT LAKE,DAVIS,UT,84054,,,40.838386,-111.921443,FJ MANAGEMENT INC.,45267002,FJ MANAGEMENT INC,false,324,Petroleum,,324110,,1315214358792,POLYCYCLIC AROMATIC COMPOUNDS,false,N590,649749,true,PBT,false,0,true,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,,PRODUCTION,0.95,POINT (-111.921443 40.838386)
2016,84539SNNYSONEPO,110000470008,SUNNYSIDE COGENERATION ASSOCIATES,ONE POWER PLANT RD,SUNNYSIDE,CARBON,UT,84539,,,39.54764,-110.39079,NA,,NA,false,2211,Electric Utilities,,221112,,1316214995944,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",false,7647010,152231,true,TRI,false,0,false,R,Pounds,0,52755,0,0,0,0,0,0,0,0,0,0,0,0,52755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52755,0,0,52755,0,0,0,0,0,0,0,0,52755,,PRODUCTION,0.81,POINT (-110.39079 39.54764)
2016,84087CRYSN2355S,110000499069,SILVER EAGLE REFINING WOODS CROSS,2355 S 1100 W,WOODS CROSS,DAVIS,UT,84087,,,40.86631,-111.91187,THE INTERNATIONAL GROUP INC,2358455,THE INTERNATIONAL GROUP INC,false,324,Petroleum,,324110,,1316215049293,XYLENE (MIXED ISOMERS),false,1330207,84970,true,TRI,false,0,false,R,Pounds,71.38,73.89,0,0,0,0,0,0,0,0,0,0,0,0,145.27,11.906,47.624,59.53,0,0,0,0,0,0,0,0,0,0,0,0,25.849,0,0,0,0,0,0,37.755,0,0,0,0,0,0,0,0,0,0,142.059,0,0,0,0,189.683,0,215.532,183.025,0,0,145.27,26.4919,10.1201,0,0,7612.5,0,1071.39,189.683,9055.455,1.143,PRODUCTION,0.91,POINT (-111.91187 40.86631)
2017,84601PCFCS2550S,110000470026,MCWANE DUCTILE-UTAH,2550 S INDUSTRIAL PKWY,PROVO,UTAH,UT,84606,,,40.199753,-111.631752,MCWANE INC,4001715,MCWANE INC,false,331,Primary Metals,,331511,,1317216076950,ZINC COMPOUNDS,false,N982,649699,false,TRI,true,1,false,R,Pounds,0,790,3,0,0,0,0,0,32800,0,0,0,0,0,33593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538000,65000,0,0,0,0,0,603000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603000,636593,0,32800,793,603000,0,0,0,0,0,0,0,636593,,PRODUCTION,1.01,POINT (-111.631752 40.199753)
2016,84404GRTSL765N1,110000469920,COMPASS MINERALS OGDEN INC,765 N 10500 W,OGDEN,WEBER,UT,84404,,,41.27017,-112.22377,COMPASS MINERALS INTERNATIONAL INC,849207956,COMPASS MINERALS INTERNATIONAL INC,false,999,Other,,212391,325998,1316215712148,CHLOROFORM,false,67663,4317,true,TRI,false,0,true,R,Pounds,0,4999,0,0,0,0,0,0,0,0,0,0,0,0,4999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999,0,0,4999,0,0,0,0,0,0,0,0,4999,,PRODUCTION,0.62,POINT (-112.22377 41.27017)
2016,84006KNNCT8362W,110009506347,KENNECOTT UTAH COPPER SMELTER & REFINERY,12000 WEST 2100 SOUTH & 11500 W 2100 S,MAGNA,SALT LAKE,UT,84044,,,40.734036,-112.14104,RIO TINTO AMERICA INC,NA,RIO TINTO AMERICA INC,false,331,Primary Metals,,331410,,1316215237645,SILVER COMPOUNDS,false,N740,761312,false,TRI,true,1,false,R,Pounds,107,130,500,0,0,0,0,0,1,0,0,0,52217,0,52955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52956,0,1,52954,0,1,0,0,0,0,0,0,52956,,ACTIVITY,0.94,POINT (-112.14104 40.734036)
2017,84104MDWGL3730W,110011683151,SOUTHERN FOODS GROUP LLC D/B/A MEADOW GOLD DAIRIES,3730 W 1820 S,SALT LAKE CITY,SALT LAKE,UT,84104,,,40.73089,-111.97959,DEAN FOODS CO,929182210,DEAN FOODS CO,false,311,Food,,311511,,1317215880093,NITRATE COMPOUNDS,false,N511,649616,false,TRI,false,0,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3758.5,33826.5,37585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3758.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33826.5,0,33826.5,3758.5,0,0,0,0,3758.5,0,0,0,0,0,33826.5,37585,,ACTIVITY,0.72,POINT (-111.97959 40.73089)
2016,84624NTRMN850BR,110000470053,INTERMOUNTAIN POWER GENERATING STATION,850 W BRUSH WELLMAN RD,DELTA,MILLARD,UT,84624,,,39.5103,-112.5804,INTERMOUNTAIN POWER AGENCY,69805455,INTERMOUNTAIN POWER AGENCY,false,2211,Electric Utilities,,221112,,1316215439023,MERCURY COMPOUNDS,false,N458,650028,true,PBT,true,1,false,R,Pounds,0.1,3,0,0,0,0,0,0,171.1,0,0,0,61.7,0,235.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,235.9,0,171.1,64.8,0,0,0,0,0,0.5,0,0,236.4,,PRODUCTION,0.72,POINT (-112.5804 39.5103)
2018,84087CRYSN2355S,110000499069,SILVER EAGLE REFINING WOODS CROSS,2355 S 1100 W,WOODS CROSS,DAVIS,UT,84087,,,40.86631,-111.91187,THE INTERNATIONAL GROUP INC,2358455,THE INTERNATIONAL GROUP INC,false,324,Petroleum,,324110,,1318216766497,"1,2,4-TRIMETHYLBENZENE",false,95636,16261,false,TRI,false,0,false,R,Pounds,0.29,24.37,0,0,0,0,0,0,0,0,0,0,0,0,24.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.66,0,0,24.66,0,0,0,0,458,0,0,0,482.66,,PRODUCTION,0.99,POINT (-111.91187 40.86631)
2017,84087PHLLP393SO,110000469136,HOLLYFRONTIER WOODS CROSS REFINING LLC,393 S 800 W,WOODS CROSS,DAVIS,UT,84087,,,40.886022,-111.904759,HOLLYFRONTIER CORP,8965808,HOLLYFRONTIER CORP,false,324,Petroleum,,324110,,1317216600559,ANTHRACENE,false,120127,31013,false,TRI,false,0,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PRODUCTION,1.19,POINT (-111.904759 40.886022)
2015,84770STKRP1843E,110022811885,STAKER & PARSON COS ST GEORGE READY-MIX & ASPHALT,1843 E 4150 S,SAINT GEORGE,WASHINGTON,UT,84790,,,37.037627,-113.544195,CRH AMERICAS INC,37176591,CRH AMERICAS INC,false,324,Petroleum,,324121,,1315213831163,NITRATE COMPOUNDS,false,N511,649616,false,TRI,false,0,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,1161.95,0,1161.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161.95,0,0,1161.95,0,0,0,0,0,0,0,0,1161.95,,PRODUCTION,0.69,POINT (-113.544195 37.037627)
2018,84103MCLCM474WE,110000469243,TESORO REFINING & MARKETING COMPANY LLC - SLC,474 W 900 N,SALT LAKE CITY,SALT LAKE,UT,84103,,,40.7889,-111.90441,TESORO CORP,8133480,MARATHON PETROLEUM CORP,false,324,Petroleum,,324110,,1318217505914,HYDROGEN SULFIDE,false,7783064,154518,true,TRI,false,0,false,R,Pounds,11940,367,0,0,0,0,0,0,0,0,0,0,0,0,12307,0,5765,5765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5765,0,5765,12307,0,0,12307,0,0,0,0,0,0,11332,5765,29404,,PRODUCTION,0.99,POINT (-111.90441 40.7889)
2018,8406WRLDYN4269E,110070068326,RELADYNE WEST,4269 E MAIN STREET,BALLARD,UINTAH,UT,84066,,,40.302118,-109.920407,NA,,RELADYNE LLC,false,4247,Petroleum Bulk Terminals,,424710,,1318216920595,ZINC COMPOUNDS,false,N982,649699,false,TRI,true,1,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640.53,1640.53,0,0,0,0,0,0,0,0,0,0,0,1640.53,0,0,0,0,0,0,0,0,0,1640.53,0,0,1640.53,,ACTIVITY,4.84,POINT (-109.920407 40.302118)
2017,8462WRLDYN444W2,110070244631,RELADYNE WEST,444 W 200 N,DELTA,MILLARD,UT,84624,,,39.35576,-112.58452,RELADYNE LLC,79742657,RELADYNE LLC,false,4247,Petroleum Bulk Terminals,,424710,,1317216370510,ETHYLBENZENE,false,100414,19406,true,TRI,false,0,true,R,Pounds,0.05,2.52,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,2.57,0,0,0,0,0,0,0,0,2.57,,ACTIVITY,1.2,POINT (-112.58452 39.35576)
2016,84404GRTSL765N1,110000469920,COMPASS MINERALS OGDEN INC,765 N 10500 W,OGDEN,WEBER,UT,84404,,,41.27017,-112.22377,COMPASS MINERALS INTERNATIONAL INC,849207956,COMPASS MINERALS INTERNATIONAL INC,false,999,Other,,212391,325998,1316215712187,METHANOL,false,67561,4283,true,TRI,false,0,false,R,Pounds,0,1590,0,0,0,0,0,0,0,0,0,0,0,0,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,0,0,0,688,0,688,1590,0,0,1590,0,0,0,0,0,0,0,688,2278,,,,POINT (-112.22377 41.27017)
